formula,c,mn,si,cr,ni,mo,v,n,nb,co,w,al,ti,yield strength,tensile strength,elongation,composition,MagpieData mean Number,MagpieData mean MendeleevNumber,MagpieData mean AtomicWeight,MagpieData mean MeltingT,MagpieData mean Column,MagpieData mean Row,MagpieData mean CovalentRadius,MagpieData mean Electronegativity
Fe0.770Mn0.000509Si0.000398Cr0.111Ni0.0972Mo0.0120V0.000110Nb0.0000602Co0.0000949Al0.00726Ti0.00199,0.0,0.05,0.02,10.3,10.2,2.06,0.01,0.0,0.01,0.01,0.0,0.35,0.17,1243.0,1292.6,16.0,Fe0.77 Mn0.000509 Si0.000398 Cr0.111 Ni0.0972 Mo0.012 V0.00011 Nb6.02e-05 Co9.49e-05 Al0.00726 Ti0.00199,26.057407186988975,54.97045847778097,55.94100676311517,1850.669940629934,7.978216851296809,4.00439946309401,132.2379839501846,1.8205518167148218
Fe0.771Mn0.00122Si0.00140Cr0.107Ni0.100Mo0.0123V0.000110Nb0.0000603Co0.0000950Al0.00477Ti0.00257,0.0,0.12,0.07,9.9,10.5,2.1,0.01,0.0,0.01,0.01,0.0,0.23,0.22,1150.6,1202.6,17.0,Fe0.771 Mn0.00122 Si0.0014 Cr0.107 Ni0.1 Mo0.0123 V0.00011 Nb6.03e-05 Co9.5e-05 Al0.00477 Ti0.00257,26.09311058900759,54.97888369239639,56.01516964864456,1851.2192714167247,7.981743690039621,4.006187049942665,132.22178309733897,1.8218038864184642
Fe0.772C0.0169Mn0.00226Si0.000201Cr0.0732Ni0.0000961Mo0.0338V0.0106Nb0.0000607Co0.0905Al0.000627,0.36,0.22,0.01,6.75,0.01,5.75,0.96,0.0,0.01,9.46,0.0,0.03,0.0,1846.5,2177.2,6.0,Fe0.772 C0.0169 Mn0.00226 Si0.000201 Cr0.0732 Ni9.61e-05 Mo0.0338 V0.0106 Nb6.07e-05 Co0.0905 Al0.000627,26.103354398843162,54.94893250132367,56.382517402148146,1907.5286354800342,7.948203779714725,3.9992328877890677,131.99507680519807,1.8425169928401526
Fe0.773C0.000933Mn0.000612Si0.00259Cr0.112Ni0.0945Mo0.0126V0.000110Nb0.0000603Co0.0000950Al0.00187Ti0.00152,0.02,0.06,0.13,10.4,9.9,2.15,0.01,0.0,0.01,0.01,0.0,0.09,0.13,1005.9,1033.5,21.0,Fe0.773 C0.000933 Mn0.000612 Si0.00259 Cr0.112 Ni0.0945 Mo0.0126 V0.00011 Nb6.03e-05 Co9.5e-05 Al0.00187 Ti0.00152,26.08653699310814,54.924484315929455,56.01110221997453,1858.1880841328295,7.963176060413827,4.006334994948946,132.2285306698145,1.822475555568446
Fe0.773C0.00141Mn0.000512Si0.00220Cr0.0812Ni0.116Mo0.0179V0.000110Nb0.0000606Co0.0000955Al0.00522Ti0.00235,0.03,0.05,0.11,7.5,12.1,3.05,0.01,0.0,0.01,0.01,0.0,0.25,0.2,1218.8,1260.2,18.0,Fe0.773 C0.00141 Mn0.000512 Si0.0022 Cr0.0812 Ni0.116 Mo0.0179 V0.00011 Nb6.06e-05 Co9.55e-05 Al0.00522 Ti0.00235,26.224289468781855,55.26394036506479,56.29016062095041,1848.9872192425614,8.071227561678665,4.0077201514592,131.92468457582615,1.830547745176005
Fe0.774Mn0.000511Si0.000599Cr0.111Ni0.0985Mo0.0120V0.000110Nb0.0000604Co0.0000952Al0.00187Ti0.00105,0.0,0.05,0.03,10.3,10.3,2.06,0.01,0.0,0.01,0.01,0.0,0.09,0.09,1032.1,1063.1,20.0,Fe0.774 Mn0.000511 Si0.000599 Cr0.111 Ni0.0985 Mo0.012 V0.00011 Nb6.04e-05 Co9.52e-05 Al0.00187 Ti0.00105,26.13148907636721,54.897095366292874,56.10232224786046,1855.1781029042338,7.95880858047385,4.009593360882965,132.25655203923685,1.8221202073703864
Fe0.777C0.000470Mn0.000719Si0.00201Cr0.0836Ni0.115Mo0.0178V0.000111Nb0.0000607Co0.0000958Al0.00167Ti0.000707,0.01,0.07,0.1,7.7,12.0,3.02,0.01,0.0,0.01,0.01,0.0,0.08,0.06,1010.8,1041.1,19.0,Fe0.777 C0.00047 Mn0.000719 Si0.00201 Cr0.0836 Ni0.115 Mo0.0178 V0.000111 Nb6.07e-05 Co9.58e-05 Al0.00167 Ti0.000707,26.28971546975287,55.17432367586079,56.43640029748906,1850.853606052979,8.046498876399996,4.0132507241728375,131.99842640957885,1.8305363847750826
Fe0.777C0.00140Mn0.000102Si0.000199Cr0.122Ni0.0824Mo0.000117V0.000110Nb0.0000603Co0.0000950W0.00561Al0.00810Ti0.00316,0.03,0.01,0.01,11.3,8.64,0.02,0.01,0.0,0.01,0.01,1.84,0.39,0.27,1194.0,1259.0,10.8,Fe0.777 C0.0014 Mn0.000102 Si0.000199 Cr0.122 Ni0.0824 Mo0.000117 V0.00011 Nb6.03e-05 Co9.5e-05 W0.00561 Al0.0081 Ti0.00316,26.04417589265713,54.88118057890147,56.00882949152964,1856.0176839522596,7.946301071831321,4.000298194647831,132.28675728864988,1.8171323071558818
Fe0.778C0.000465Mn0.000813Si0.00238Cr0.0966Ni0.0808Mo0.0189V0.000110Nb0.0000601Co0.0000947Al0.0186Ti0.00268,0.01,0.08,0.12,9.0,8.5,3.25,0.01,0.0,0.01,0.01,0.0,0.9,0.23,1462.7,1533.0,12.0,Fe0.778 C0.000465 Mn0.000813 Si0.00238 Cr0.0966 Ni0.0808 Mo0.0189 V0.00011 Nb6.01e-05 Co9.47e-05 Al0.0186 Ti0.00268,25.980263386955997,55.174771196238765,55.818058204588816,1844.9850851843541,8.028735687383767,3.997048632580119,132.24950005142554,1.8216483195444777
Fe0.778C0.000931Mn0.000611Si0.00159Cr0.0796Ni0.0981Mo0.0189V0.000110Nb0.0000602Co0.0000949Al0.0189Ti0.00269,0.02,0.06,0.08,7.4,10.3,3.25,0.01,0.0,0.01,0.01,0.0,0.91,0.23,1555.8,1598.5,12.0,Fe0.778 C0.000931 Mn0.000611 Si0.00159 Cr0.0796 Ni0.0981 Mo0.0189 V0.00011 Nb6.02e-05 Co9.49e-05 Al0.0189 Ti0.00269,26.045315610815706,55.37860842741968,55.92576549959128,1838.1031409869136,8.097079384077684,3.996606798947285,131.97802892814443,1.8261927669934914
Fe0.778Mn0.00122Si0.00159Cr0.112Ni0.0876Mo0.0115V0.000110Nb0.0000602Co0.0000949Al0.00539Ti0.00245,0.0,0.12,0.08,10.4,9.2,1.97,0.01,0.0,0.01,0.01,0.0,0.26,0.21,1207.8,1223.7,16.0,Fe0.778 Mn0.00122 Si0.00159 Cr0.112 Ni0.0876 Mo0.0115 V0.00011 Nb6.02e-05 Co9.49e-05 Al0.00539 Ti0.00245,26.035697360969856,54.89544467878535,55.9063851458198,1852.6626512939658,7.953255005849413,4.004580130840025,132.32432210273623,1.8196054559576151
Fe0.779C0.000946Mn0.000103Si0.000202Cr0.000109Ni0.173Mo0.0184V0.0100Nb0.0000611Co0.0000964Al0.00147Ti0.0166,0.02,0.01,0.01,0.01,17.9,3.1,0.9,0.0,0.01,0.01,0.0,0.07,1.4,1730.2,1819.5,10.0,Fe0.779 C0.000946 Mn0.000103 Si0.000202 Cr0.000109 Ni0.173 Mo0.0184 V0.01 Nb6.11e-05 Co9.64e-05 Al0.00147 Ti0.0166,26.504244203052544,55.70756424455306,56.806976675501446,1823.1348592857412,8.22663293291166,4.014897286216078,131.62506811335143,1.8434134246678084
Fe0.779C0.00139Mn0.000101Si0.000198Cr0.114Ni0.0973Mo0.000116V0.000109Nb0.0000597Co0.0000941Al0.00432Ti0.00359,0.03,0.01,0.01,10.7,10.3,0.02,0.01,0.0,0.01,0.01,0.0,0.21,0.31,1125.0,1217.5,15.4,Fe0.779 C0.00139 Mn0.000101 Si0.000198 Cr0.114 Ni0.0973 Mo0.000116 V0.000109 Nb5.97e-05 Co9.41e-05 Al0.00432 Ti0.00359,25.868358170100347,54.96756371080114,55.4702520133232,1844.6175874342105,7.9826278259899395,3.992879678025444,131.9974964954735,1.8174098315487957
Fe0.779C0.00141Mn0.000103Si0.000201Cr0.000109Ni0.174Mo0.0130V0.000111Nb0.0000608Co0.0000959Al0.00209Ti0.0295,0.03,0.01,0.01,0.01,18.1,2.2,0.01,0.0,0.01,0.01,0.0,0.1,2.5,2006.0,2130.0,5.0,Fe0.779 C0.00141 Mn0.000103 Si0.000201 Cr0.000109 Ni0.174 Mo0.013 V0.000111 Nb6.08e-05 Co9.59e-05 Al0.00209 Ti0.0295,26.380693455420314,55.69632463645641,56.50075658108984,1815.5818257769702,8.223446846578112,4.007952339181901,131.61889251237918,1.8401489515602332
Fe0.779C0.00141Mn0.000103Si0.000201Cr0.000109Ni0.174Mo0.0130V0.000111Nb0.0000608Co0.0000959Al0.00230Ti0.0295,0.03,0.01,0.01,0.01,18.1,2.2,0.01,0.0,0.01,0.01,0.0,0.11,2.5,2005.5,2129.5,5.0,Fe0.779 C0.00141 Mn0.000103 Si0.000201 Cr0.000109 Ni0.174 Mo0.013 V0.000111 Nb6.08e-05 Co9.59e-05 Al0.0023 Ti0.0295,26.37788320263405,55.69995880549744,56.49455686768514,1815.3965620442314,8.224450032388539,4.007740646052613,131.6166623011895,1.8401006149972194
Fe0.780C0.000457Mn0.000599Si0.0504Cr0.000106Ni0.166Mo0.000114V0.000108Nb0.0000591Co0.0000931Al0.00102Ti0.000802,0.01,0.06,2.58,0.01,17.8,0.02,0.01,0.0,0.01,0.01,0.0,0.05,0.07,1309.1,1374.6,16.0,Fe0.78 C0.000457 Mn0.000599 Si0.0504 Cr0.000106 Ni0.166 Mo0.000114 V0.000108 Nb5.91e-05 Co9.31e-05 Al0.00102 Ti0.000802,25.703188831059354,57.17034628973286,54.86821817349385,1791.1758335165441,8.637741005775199,3.947826484443938,129.60970962778802,1.846505393004028
Fe0.780C0.000465Mn0.00122Si0.00159Cr0.105Ni0.0953Mo0.00991V0.000110Nb0.0000602Co0.0000949Al0.00414Ti0.00222,0.01,0.12,0.08,9.8,10.0,1.7,0.01,0.0,0.01,0.01,0.0,0.2,0.19,1087.0,1130.2,15.4,Fe0.78 C0.000465 Mn0.00122 Si0.00159 Cr0.105 Ni0.0953 Mo0.00991 V0.00011 Nb6.02e-05 Co9.49e-05 Al0.00414 Ti0.00222,26.04752266775428,54.98208507243353,55.90900247331319,1849.7143604489142,7.983296139095086,4.0033098355871015,132.15999938406782,1.821564027800539
Fe0.780C0.000467Mn0.000510Si0.00200Cr0.0830Ni0.0993Mo0.0179V0.000110Nb0.0000603Co0.0000951Al0.0139Ti0.00234,0.01,0.05,0.1,7.7,10.4,3.07,0.01,0.0,0.01,0.01,0.0,0.67,0.2,1475.8,1529.6,16.0,Fe0.78 C0.000467 Mn0.00051 Si0.002 Cr0.083 Ni0.0993 Mo0.0179 V0.00011 Nb6.03e-05 Co9.51e-05 Al0.0139 Ti0.00234,26.095790022911277,55.28406711971721,56.032171670671104,1841.5589749304377,8.070838698370602,4.001126657826525,132.03211720042287,1.8263055526435192
Fe0.781C0.000475Mn0.000104Si0.000203Cr0.000110Ni0.173Mo0.0184V0.0112Nb0.0000613Co0.0000967W0.00102Al0.00106Ti0.0131,0.01,0.01,0.01,0.01,17.8,3.1,1.0,0.0,0.01,0.01,0.33,0.05,1.1,1688.1,1750.1,12.0,Fe0.781 C0.000475 Mn0.000104 Si0.000203 Cr0.00011 Ni0.173 Mo0.0184 V0.0112 Nb6.13e-05 Co9.67e-05 W0.00102 Al0.00106 Ti0.0131,26.57843453387076,55.717068601662284,56.992209174206124,1824.4623393976979,8.230155926507509,4.018291409539622,131.61369072742372,1.8444819879379493
Fe0.781C0.00141Mn0.000103Si0.000201Cr0.000109Ni0.167Mo0.000118V0.0200Nb0.0152Co0.0000960Al0.00210Ti0.0126,0.03,0.01,0.01,0.01,17.3,0.02,1.8,0.0,2.5,0.01,0.0,0.1,1.07,1730.2,1771.4,8.0,Fe0.781 C0.00141 Mn0.000103 Si0.000201 Cr0.000109 Ni0.167 Mo0.000118 V0.02 Nb0.0152 Co9.6e-05 Al0.0021 Ti0.0126,26.395375908682247,55.6214171492804,56.56198594492952,1821.5936974029366,8.197717456199742,4.010197642451474,131.82041168593616,1.8327738147503292
Fe0.782C0.0181Mn0.00187Si0.000203Cr0.0816Ni0.0000973Mo0.0576V0.0108Nb0.0000615Co0.0476Al0.000635,0.38,0.18,0.01,7.43,0.01,9.67,0.96,0.0,0.01,4.91,0.0,0.03,0.0,1577.8,1943.0,3.0,Fe0.782 C0.0181 Mn0.00187 Si0.000203 Cr0.0816 Ni9.73e-05 Mo0.0576 V0.0108 Nb6.15e-05 Co0.0476 Al0.000635,26.39992942000474,54.67696389686326,57.118368408636975,1940.842034584797,7.848019242693241,4.020611817221999,132.76859595981,1.8477225038847978
Fe0.783C0.0187Mn0.00184Si0.000200Cr0.104Ni0.0000955Mo0.0341V0.0106Nb0.0000603Co0.0463Al0.000623,0.4,0.18,0.01,9.69,0.01,5.84,0.96,0.0,0.01,4.87,0.0,0.03,0.0,1798.3,2135.9,6.0,Fe0.783 C0.0187 Mn0.00184 Si0.0002 Cr0.104 Ni9.55e-05 Mo0.0341 V0.0106 Nb6.03e-05 Co0.0463 Al0.000623,25.966840543669612,54.67062610528187,56.06134911545615,1924.9459447986371,7.852914322371923,3.9959353440875747,132.37897496275207,1.8365906824363882
Fe0.784C0.000919Mn0.00100Si0.0397Cr0.000106Ni0.173Mo0.000115V0.000108Nb0.0000594Co0.0000936Al0.000614,0.02,0.1,2.02,0.01,18.4,0.02,0.01,0.0,0.01,0.01,0.0,0.03,0.0,1298.8,1343.6,15.0,Fe0.784 C0.000919 Mn0.001 Si0.0397 Cr0.000106 Ni0.173 Mo0.000115 V0.000108 Nb5.94e-05 Co9.36e-05 Al0.000614,25.84448227744907,56.977556203518006,55.182785641532234,1792.9871077056962,8.591101864031248,3.9580104329733974,129.73731633515555,1.8468597530296136
Fe0.785C0.000467Mn0.000511Si0.00180Cr0.0820Ni0.0985Mo0.0178V0.000110Nb0.0000604Co0.0000952Al0.0108Ti0.00235,0.01,0.05,0.09,7.6,10.3,3.05,0.01,0.0,0.01,0.01,0.0,0.52,0.2,1383.5,1424.9,15.0,Fe0.785 C0.000467 Mn0.000511 Si0.0018 Cr0.082 Ni0.0985 Mo0.0178 V0.00011 Nb6.04e-05 Co9.52e-05 Al0.0108 Ti0.00235,26.13728972351599,55.225267475449584,56.124764536052055,1843.9010711024064,8.054702701448015,4.0043285919989895,132.06793100025857,1.8270430305906915
Fe0.785C0.000931Mn0.000102Si0.000199Cr0.000108Ni0.167Mo0.000117V0.0209Nb0.0000602Co0.0000949Al0.00187Ti0.0241,0.02,0.01,0.01,0.01,17.5,0.02,1.9,0.0,0.01,0.01,0.0,0.09,2.06,1730.2,1943.5,6.0,Fe0.785 C0.000931 Mn0.000102 Si0.000199 Cr0.000108 Ni0.167 Mo0.000117 V0.0209 Nb6.02e-05 Co9.49e-05 Al0.00187 Ti0.0241,26.13207022894263,55.58140280570738,55.932288650695,1808.4450067622402,8.190300556101903,3.996248008834941,131.70635756501792,1.8324452601400867
Fe0.786C0.000469Mn0.000512Si0.00120Cr0.0576Ni0.124Mo0.0172V0.000110Nb0.0000606Co0.0000955Al0.0106Ti0.00235,0.01,0.05,0.06,5.32,12.95,2.93,0.01,0.0,0.01,0.01,0.0,0.51,0.2,1404.2,1429.0,15.0,Fe0.786 C0.000469 Mn0.000512 Si0.0012 Cr0.0576 Ni0.124 Mo0.0172 V0.00011 Nb6.06e-05 Co9.55e-05 Al0.0106 Ti0.00235,26.237135760541587,55.510093160638036,56.28936179504069,1832.362912269991,8.151055926876811,4.0045217087712,131.69465638322689,1.83303705839579
Fe0.786C0.000473Mn0.000310Si0.000202Cr0.000109Ni0.175Mo0.0182V0.000112Nb0.0000612Co0.0000965Al0.00190Ti0.0167,0.01,0.03,0.01,0.01,18.11,3.07,0.01,0.0,0.01,0.01,0.0,0.09,1.41,1641.2,1709.9,10.7,Fe0.786 C0.000473 Mn0.00031 Si0.000202 Cr0.000109 Ni0.175 Mo0.0182 V0.000112 Nb6.12e-05 Co9.65e-05 Al0.0019 Ti0.0167,26.5384167779514,55.80573373512268,56.861315013809545,1817.7026086916487,8.259616016874912,4.015225933448144,131.42255147980256,1.84497524279555
Fe0.787C0.000474Mn0.000207Si0.000203Cr0.000109Ni0.176Mo0.0181V0.000112Nb0.0000612Co0.0000965Al0.00190Ti0.0150,0.01,0.02,0.01,0.01,18.2,3.06,0.01,0.0,0.01,0.01,0.0,0.09,1.26,1599.4,1670.1,12.5,Fe0.787 C0.000474 Mn0.000207 Si0.000203 Cr0.000109 Ni0.176 Mo0.0181 V0.000112 Nb6.12e-05 Co9.65e-05 Al0.0019 Ti0.015,26.5456398002247,55.83292801782754,56.87364481194835,1817.3211278675767,8.268712021373357,4.015121348970596,131.36396745320323,1.8455438094507082
Fe0.787C0.0137Mn0.000103Si0.000202Cr0.0111Ni0.101Mo0.0118V0.00111Nb0.0000610Co0.0689W0.00394Al0.000630Ti0.000118,0.29,0.01,0.01,1.02,10.46,2.0,0.1,0.0,0.01,7.17,1.28,0.03,0.01,1683.0,1990.0,14.0,Fe0.787 C0.0137 Mn0.000103 Si0.000202 Cr0.0111 Ni0.101 Mo0.0118 V0.00111 Nb6.1e-05 Co0.0689 W0.00394 Al0.00063 Ti0.000118,26.339129947662414,55.97685122201061,56.65213247114331,1851.4317161566287,8.299794731029628,3.9915061460650776,130.4845057939468,1.8550690732085982
Fe0.788Mn0.000104Si0.000203Cr0.000109Ni0.176Mo0.0184V0.000112Nb0.0000613Co0.0000966Al0.00105Ti0.0166,0.0,0.01,0.01,0.01,18.1,3.1,0.01,0.0,0.01,0.01,0.0,0.05,1.4,1716.3,1833.4,13.0,Fe0.788 Mn0.000104 Si0.000203 Cr0.000109 Ni0.176 Mo0.0184 V0.000112 Nb6.13e-05 Co9.66e-05 Al0.00105 Ti0.0166,26.563857157517784,55.785616264990594,56.91677620373267,1817.6674388317638,8.254335534480175,4.017195645724311,131.451415703184,1.8450308298123412
Fe0.789C0.00143Mn0.000104Si0.000204Cr0.000110Ni0.181Mo0.000119V0.000112Nb0.0000617Co0.0000972W0.00935Al0.00212Ti0.0168,0.03,0.01,0.01,0.01,18.5,0.02,0.01,0.0,0.01,0.01,3.0,0.1,1.4,1600.0,1650.0,8.0,Fe0.789 C0.00143 Mn0.000104 Si0.000204 Cr0.00011 Ni0.181 Mo0.000119 V0.000112 Nb6.17e-05 Co9.72e-05 W0.00935 Al0.00212 Ti0.0168,26.686909818503175,55.91806871290072,57.29930173536061,1816.9996108976252,8.29536808255087,4.0136897469775095,131.20347975263363,1.845093033248413
Fe0.789Mn0.000719Si0.00161Cr0.0814Ni0.101Mo0.0194V0.000111Nb0.0000607Co0.0000957Al0.00439Ti0.00271,0.0,0.07,0.08,7.5,10.5,3.3,0.01,0.0,0.01,0.01,0.0,0.21,0.23,1263.6,1279.5,16.0,Fe0.789 Mn0.000719 Si0.00161 Cr0.0814 Ni0.101 Mo0.0194 V0.000111 Nb6.07e-05 Co9.57e-05 Al0.00439 Ti0.00271,26.26219404687513,55.10072549986186,56.40566563191682,1849.8678355064546,8.020021661247355,4.013454021423764,132.1910173789731,1.8287729131259243
Fe0.792C0.000470Mn0.000411Si0.00201Cr0.0862Ni0.0980Mo0.0181V0.000111Nb0.0000607Co0.0000957Al0.00167Ti0.000589,0.01,0.04,0.1,7.95,10.2,3.08,0.01,0.0,0.01,0.01,0.0,0.08,0.05,1061.7,1079.0,18.0,Fe0.792 C0.00047 Mn0.000411 Si0.00201 Cr0.0862 Ni0.098 Mo0.0181 V0.000111 Nb6.07e-05 Co9.57e-05 Al0.00167 Ti0.000589,26.25594853105488,55.05744773472983,56.39093218091884,1853.6059975549092,8.007445704155996,4.013544527683523,132.1538116671772,1.8289531381568433
Fe0.793C0.000468Mn0.000819Si0.00240Cr0.0962Ni0.0800Mo0.0190V0.000110Nb0.0000605Co0.0000954Al0.00521Ti0.00235,0.01,0.08,0.12,8.9,8.35,3.25,0.01,0.0,0.01,0.01,0.0,0.25,0.2,1169.2,1181.6,18.0,Fe0.793 C0.000468 Mn0.000819 Si0.0024 Cr0.0962 Ni0.08 Mo0.019 V0.00011 Nb6.05e-05 Co9.54e-05 Al0.00521 Ti0.00235,26.15620874753142,54.93521259953733,56.20988803921006,1856.717989634824,7.962212051079866,4.010517519579872,132.39280137327427,1.824731282351163
Fe0.794C0.000470Mn0.000617Si0.00101Cr0.0847Ni0.0981Mo0.0188V0.000111Nb0.0000608Co0.0000958Al0.00126Ti0.00118,0.01,0.06,0.05,7.8,10.2,3.2,0.01,0.0,0.01,0.01,0.0,0.06,0.1,1036.9,1054.9,19.0,Fe0.794 C0.00047 Mn0.000617 Si0.00101 Cr0.0847 Ni0.0981 Mo0.0188 V0.000111 Nb6.08e-05 Co9.58e-05 Al0.00126 Ti0.00118,26.284922520348275,55.02543071073444,56.45936372232394,1854.274703055144,7.998623956747101,4.015644470247337,132.20128935832562,1.8292388539596884
Fe0.795C0.00141Mn0.000717Si0.000801Cr0.0963Ni0.0810Mo0.0191V0.000110Nb0.0000606Co0.0000955Al0.00313Ti0.00270,0.03,0.07,0.04,8.9,8.45,3.25,0.01,0.0,0.01,0.01,0.0,0.15,0.23,1150.6,1168.5,17.0,Fe0.795 C0.00141 Mn0.000717 Si0.000801 Cr0.0963 Ni0.081 Mo0.0191 V0.00011 Nb6.06e-05 Co9.55e-05 Al0.00313 Ti0.0027,26.185576796880444,54.88279340731596,56.27651104000143,1860.740385102678,7.948204666400978,4.012404339319694,132.40021446904368,1.8257815360505611
Fe0.796C0.000469Mn0.000103Si0.000201Cr0.000108Ni0.174Mo0.00587V0.000111Nb0.0000606Co0.0000956Al0.00167Ti0.0212,0.01,0.01,0.01,0.01,18.1,1.0,0.01,0.0,0.01,0.01,0.0,0.08,1.8,1737.2,1840.3,9.0,Fe0.796 C0.000469 Mn0.000103 Si0.000201 Cr0.000108 Ni0.174 Mo0.00587 V0.000111 Nb6.06e-05 Co9.56e-05 Al0.00167 Ti0.0212,26.32400682396292,55.80318679628383,56.334165576978506,1805.239395464413,8.263121216952056,4.003121949033903,131.28697888423926,1.839615967065118
Fe0.797C0.000939Mn0.00215Si0.00381Cr0.0540Ni0.118Mo0.0175V0.000111Nb0.0000607Co0.0000957Al0.00481Ti0.00165,0.02,0.21,0.19,4.98,12.26,2.97,0.01,0.0,0.01,0.01,0.0,0.23,0.14,1194.0,1223.7,15.0,Fe0.797 C0.000939 Mn0.00215 Si0.00381 Cr0.054 Ni0.118 Mo0.0175 V0.000111 Nb6.07e-05 Co9.57e-05 Al0.00481 Ti0.00165,26.272858710658973,55.4638618678599,56.376345810133095,1836.9929973851306,8.136357364429136,4.0070618073875455,131.69848331170942,1.8348070963830172
Fe0.798C0.000469Mn0.000820Si0.00100Cr0.0504Ni0.116Mo0.0184V0.000111Nb0.0000606Co0.0000955Al0.0119Ti0.00235,0.01,0.08,0.05,4.65,12.11,3.13,0.01,0.0,0.01,0.01,0.0,0.57,0.2,1390.4,1413.8,15.0,Fe0.798 C0.000469 Mn0.00082 Si0.001 Cr0.0504 Ni0.116 Mo0.0184 V0.000111 Nb6.06e-05 Co9.55e-05 Al0.0119 Ti0.00235,26.24006606202183,55.51746452927808,56.31044075040209,1830.4784424584843,8.152134625829113,4.004624421559653,131.72656549414816,1.8336326479000078
Fe0.799C0.000468Mn0.0256Si0.000401Cr0.000108Ni0.173Mo0.000117V0.000110Nb0.0000605Co0.0000955Al0.00104Ti0.000470,0.01,2.5,0.02,0.01,18.0,0.02,0.01,0.0,0.01,0.01,0.0,0.05,0.04,1471.1,1522.7,12.0,Fe0.799 C0.000468 Mn0.0256 Si0.000401 Cr0.000108 Ni0.173 Mo0.000117 V0.00011 Nb6.05e-05 Co9.55e-05 Al0.00104 Ti0.00047,26.29301928093795,55.99091277099762,56.25522419978259,1789.476696752526,8.327913880476176,3.997801533279358,130.76987216008473,1.836657910781932
Fe0.799C0.000469Mn0.000513Si0.00241Cr0.0520Ni0.117Mo0.0176V0.000111Nb0.0000606Co0.0000956Al0.00835Ti0.00224,0.01,0.05,0.12,4.8,12.16,2.99,0.01,0.0,0.01,0.01,0.0,0.4,0.19,1272.6,1318.1,17.5,Fe0.799 C0.000469 Mn0.000513 Si0.00241 Cr0.052 Ni0.117 Mo0.0176 V0.000111 Nb6.06e-05 Co9.56e-05 Al0.00835 Ti0.00224,26.255987202870198,55.48850566665453,56.339410847420794,1833.1292381891185,8.143953508189037,4.005963499295693,131.71644083927856,1.8341734113504318
Fe0.799C0.000470Mn0.000103Si0.000201Cr0.000108Ni0.167Mo0.00847V0.000111Nb0.0000607Co0.0000957Al0.00167Ti0.0224,0.01,0.01,0.01,0.01,17.4,1.44,0.01,0.0,0.01,0.01,0.0,0.08,1.9,1392.4,1640.4,12.0,Fe0.799 C0.00047 Mn0.000103 Si0.000201 Cr0.000108 Ni0.167 Mo0.00847 V0.000111 Nb6.07e-05 Co9.57e-05 Al0.00167 Ti0.0224,26.34685993469572,55.73394646377165,56.40903285753006,1808.7994576115345,8.239171886788037,4.005721477090785,131.43362928525602,1.8395685659965988
Fe0.799C0.000471Mn0.000103Si0.000201Cr0.000109Ni0.165Mo0.0118V0.000111Nb0.0000609Co0.0000960Al0.00147Ti0.0215,0.01,0.01,0.01,0.01,17.1,2.0,0.01,0.0,0.01,0.01,0.0,0.07,1.82,1874.6,1971.2,10.0,Fe0.799 C0.000471 Mn0.000103 Si0.000201 Cr0.000109 Ni0.165 Mo0.0118 V0.000111 Nb6.09e-05 Co9.6e-05 Al0.00147 Ti0.0215,26.402244915327888,55.712339433709765,56.54971240477781,1812.6403811137654,8.231059345734902,4.009248622317403,131.49998174857458,1.8408108573279574
Fe0.799C0.000936Mn0.000102Si0.000200Cr0.000108Ni0.170Mo0.00375V0.000110Nb0.0000605Co0.0000954Al0.00167Ti0.0238,0.02,0.01,0.01,0.01,17.8,0.64,0.01,0.0,0.01,0.01,0.0,0.08,2.03,1730.2,1854.2,10.0,Fe0.799 C0.000936 Mn0.000102 Si0.0002 Cr0.000108 Ni0.17 Mo0.00375 V0.00011 Nb6.05e-05 Co9.54e-05 Al0.00167 Ti0.0238,26.26236900422961,55.7688894503166,56.196548411632996,1804.5483176722007,8.25177422324693,4.000068511516786,131.3189431143375,1.8381793299453635
Fe0.800C0.000470Mn0.000616Si0.000602Cr0.0506Ni0.117Mo0.0186V0.000111Nb0.0000607Co0.0000957Al0.00982Ti0.00224,0.01,0.06,0.03,4.67,12.14,3.17,0.01,0.0,0.01,0.01,0.0,0.47,0.19,1390.4,1413.8,15.0,Fe0.8 C0.00047 Mn0.000616 Si0.000602 Cr0.0506 Ni0.117 Mo0.0186 V0.000111 Nb6.07e-05 Co9.57e-05 Al0.00982 Ti0.00224,26.277153501135857,55.47631790112409,56.39234850343186,1832.5958978436045,8.141106205723286,4.0072971281985845,131.75120279091882,1.8342617660156002
Fe0.801C0.000469Mn0.00103Si0.00361Cr0.0528Ni0.116Mo0.0175V0.000111Nb0.0000607Co0.0000957Al0.00522Ti0.00177,0.01,0.1,0.18,4.87,12.08,2.97,0.01,0.0,0.01,0.01,0.0,0.25,0.15,1230.6,1262.2,16.0,Fe0.801 C0.000469 Mn0.00103 Si0.00361 Cr0.0528 Ni0.116 Mo0.0175 V0.000111 Nb6.07e-05 Co9.57e-05 Al0.00522 Ti0.00177,26.27849610630106,55.45363183157901,56.38989506066173,1835.7897654657593,8.133489131974425,4.00779530051225,131.72748428875872,1.8346894684066601
